category,common_layers,common_len,common_topk,compared_entries,comparison_kind,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,expected_gen_route_len,expected_length_match,expected_overlap_len,expected_prefill_route_len,gen_overlap_offset,gen_prefix_ignored,gen_route_start,gen_shape,gen_tail_ignored,inferred_shape_match,input_token_count,layer_topk_shape_match,output_token_count,overlap_end,overlap_start,prefill_overlap_offset,prefill_prefix_ignored,prefill_route_start,prefill_shape,prefill_tail_ignored,raw_common_layers,raw_shape_match,sample_id,selected_layers,shape_status,source_model,status,target_input_tokens,token_count,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,token_match_count,token_match_rate,topk_jaccard_mean,topk_jaccard_sum,topk_overlap_mean,topk_overlap_sum,verifier_model
logs,5,127,8,5080,same_model,4498,0.8854330708661418,582,0.11456692913385827,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0250f87838b3c4e749b5,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,376,0.5921259842519685,635,563,0.8866141732283465,8,0.06299212598425197,0.9742432195975504,618.6444444444444,0.9854330708661417,625.75,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4459,0.877755905511811,621,0.12224409448818897,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,027150b07a186d142ae6,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,354,0.5574803149606299,635,548,0.862992125984252,7,0.05511811023622047,0.968713910761155,615.1333333333333,0.9822834645669292,623.75,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4414,0.8688976377952756,666,0.1311023622047244,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,02a3fef10ad703b70508,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,354,0.5574803149606299,635,532,0.8377952755905512,8,0.06299212598425197,0.9623256183886104,611.0767676767676,0.9785433070866142,621.375,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,78,8,3120,same_model,2739,0.8778846153846154,381,0.12211538461538461,110,True,78,79,32,32,0,"[110, 40, 8]",0,True,32,True,79,110,32,0,0,32,"[79, 40, 8]",1,40,False,03475cd4ee88e0e9400a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,78,390,221,0.5666666666666667,390,340,0.8717948717948718,4,0.05128205128205128,0.9715099715099715,378.8888888888889,0.9839743589743589,383.75,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4565,0.8986220472440944,515,0.10137795275590551,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,0364b7d8d89c84a3bd6d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,403,0.6346456692913386,635,555,0.8740157480314961,19,0.14960629921259844,0.9711636045494313,616.6888888888889,0.9836614173228346,624.625,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4480,0.8818897637795275,600,0.11811023622047244,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,0394d59a86c26188b0e5,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,364,0.573228346456693,635,548,0.862992125984252,10,0.07874015748031496,0.9695538057742783,615.6666666666666,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4452,0.8763779527559055,628,0.1236220472440945,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,03abe1c0830e3621b532,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,346,0.5448818897637795,635,538,0.8472440944881889,5,0.03937007874015748,0.9654943132108486,613.0888888888888,0.9805118110236221,622.625,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4505,0.8868110236220472,575,0.11318897637795275,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,03adb09fa2be78c52cff,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,373,0.5874015748031496,635,556,0.8755905511811024,12,0.09448818897637795,0.9717935258092739,617.0888888888888,0.9840551181102363,624.875,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4465,0.8789370078740157,615,0.12106299212598425,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,03be0a1c2e15e0e45156,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,366,0.5763779527559055,635,559,0.8803149606299212,7,0.05511811023622047,0.9728433945756779,617.7555555555556,0.9846456692913386,625.25,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4506,0.887007874015748,574,0.11299212598425197,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,03c274dea50b8653f42a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,380,0.5984251968503937,635,558,0.878740157480315,11,0.08661417322834646,0.9727734033245844,617.7111111111111,0.9846456692913386,625.25,Qwen/Qwen3.6-35B-A3B-FP8
math_numeric,5,127,8,5080,same_model,3292,0.6480314960629922,1788,0.35196850393700785,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,03d767a5e1b20a947895,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,164,0.25826771653543307,635,328,0.5165354330708661,2,0.015748031496062992,0.8740602879185555,555.0282828282828,0.9263779527559055,588.25,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4539,0.893503937007874,541,0.10649606299212598,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,043a64a79e93471ae3d3,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,397,0.6251968503937008,635,558,0.878740157480315,13,0.10236220472440945,0.9730533683289591,617.8888888888889,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4501,0.886023622047244,579,0.1139763779527559,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0458db6cb441016028c1,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,376,0.5921259842519685,635,550,0.8661417322834646,11,0.08661417322834646,0.9691338582677167,615.4,0.9824803149606299,623.875,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4536,0.8929133858267716,544,0.10708661417322834,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,052429e5e8da268aba0c,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,386,0.6078740157480315,635,559,0.8803149606299212,8,0.06299212598425197,0.9734033245844269,618.1111111111111,0.9850393700787402,625.5,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4381,0.8624015748031496,699,0.1375984251968504,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0535c319f96a2e59930c,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,342,0.5385826771653544,635,537,0.8456692913385827,6,0.047244094488188976,0.9654243219597551,613.0444444444445,0.9805118110236221,622.625,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4521,0.8899606299212598,559,0.11003937007874015,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,053a2c30dc8141a42ebd,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,385,0.6062992125984252,635,565,0.889763779527559,14,0.11023622047244094,0.9752230971128608,619.2666666666667,0.9860236220472441,626.125,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4513,0.8883858267716536,567,0.11161417322834645,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0550f5a69608c8b20c6c,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,390,0.6141732283464567,635,558,0.878740157480315,13,0.10236220472440945,0.97249343832021,617.5333333333333,0.9844488188976378,625.125,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4430,0.8720472440944882,650,0.1279527559055118,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,05736d3838eb45691aa1,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,353,0.5559055118110237,635,543,0.8551181102362204,5,0.03937007874015748,0.9675240594925634,614.3777777777777,0.9816929133858268,623.375,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4476,0.8811023622047244,604,0.1188976377952756,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,05896e4c2e31c0463be8,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,379,0.5968503937007874,635,568,0.8944881889763779,10,0.07874015748031496,0.9759930008748907,619.7555555555556,0.9864173228346457,626.375,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4467,0.8793307086614173,613,0.12066929133858267,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0593f0e9c85452fe8e24,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,365,0.5748031496062992,635,549,0.8645669291338582,8,0.06299212598425197,0.969623797025372,615.7111111111111,0.9828740157480315,624.125,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4539,0.893503937007874,541,0.10649606299212598,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,05cb08913232321b25ad,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,388,0.6110236220472441,635,562,0.8850393700787401,11,0.08661417322834646,0.9744531933508312,618.7777777777778,0.9856299212598425,625.875,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4476,0.8811023622047244,604,0.1188976377952756,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,066466fff38704063913,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,372,0.5858267716535434,635,558,0.878740157480315,7,0.05511811023622047,0.973053368328959,617.8888888888889,0.9848425196850393,625.375,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4444,0.8748031496062992,636,0.1251968503937008,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,40,False,067a5b649600bb1d1857,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,364,0.573228346456693,635,557,0.8771653543307086,10,0.07874015748031496,0.972703412073491,617.6666666666666,0.9846456692913386,625.25,Qwen/Qwen3.6-35B-A3B-FP8
summarization,5,127,8,5080,same_model,4431,0.872244094488189,649,0.127755905511811,163,True,127,128,36,36,0,"[163, 40, 8]",0,True,36,True,128,163,36,0,0,36,"[128, 40, 8]",1,40,False,06a9a91525cb5e2f7857,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,357,0.5622047244094488,635,543,0.8551181102362204,9,0.07086614173228346,0.9675240594925634,614.3777777777777,0.9816929133858268,623.375,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,101,8,4040,same_model,3597,0.8903465346534654,443,0.10965346534653465,133,True,101,102,32,32,0,"[133, 40, 8]",0,True,32,True,102,133,32,0,0,32,"[102, 40, 8]",1,40,False,06b3454c80bf47dde168,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,101,505,314,0.6217821782178218,505,456,0.902970297029703,18,0.1782178217821782,0.9784378437843785,494.1111111111111,0.9878712871287129,498.875,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4533,0.8923228346456693,547,0.10767716535433071,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,071a13009e9aea8f5165,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,394,0.6204724409448819,635,573,0.9023622047244094,16,0.12598425196850394,0.9780227471566055,621.0444444444445,0.9875984251968504,627.125,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4548,0.8952755905511811,532,0.1047244094488189,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0736935a3f57cdd1e037,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,393,0.6188976377952756,635,552,0.8692913385826772,14,0.11023622047244094,0.9706736657917759,616.3777777777777,0.9834645669291339,624.5,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4420,0.8700787401574803,660,0.12992125984251968,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,074ec475ad3f56370376,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,339,0.5338582677165354,635,533,0.8393700787401575,5,0.03937007874015748,0.9640244969378828,612.1555555555556,0.9797244094488189,622.125,Qwen/Qwen3.6-35B-A3B-FP8
code,5,127,8,5080,same_model,4464,0.878740157480315,616,0.12125984251968504,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,0762b3cc828308f2763c,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,365,0.5748031496062992,635,555,0.8740157480314961,10,0.07874015748031496,0.9711636045494313,616.6888888888889,0.9836614173228346,624.625,Qwen/Qwen3.6-35B-A3B-FP8
math_numeric,5,127,8,5080,same_model,3323,0.6541338582677165,1757,0.34586614173228347,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,083c33f4bd275d391520,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,152,0.23937007874015748,635,381,0.6,0,0.0,0.9036029587210689,573.7878787878788,0.9446850393700787,599.875,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4424,0.8708661417322835,656,0.12913385826771653,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,089c4d555dc2fc5c1001,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,351,0.552755905511811,635,545,0.8582677165354331,11,0.08661417322834646,0.968503937007874,615.0,0.9822834645669292,623.75,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4454,0.8767716535433071,626,0.12322834645669291,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,08a516ed65ded1d98939,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,365,0.5748031496062992,635,546,0.8598425196850393,10,0.07874015748031496,0.968853893263342,615.2222222222222,0.9824803149606299,623.875,Qwen/Qwen3.6-35B-A3B-FP8
low_margin,5,127,8,5080,same_model,4484,0.8826771653543307,596,0.1173228346456693,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,08a644a1ffe3bc02f01e,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,375,0.5905511811023622,635,557,0.8771653543307086,8,0.06299212598425197,0.9724234470691164,617.4888888888889,0.9844488188976378,625.125,Qwen/Qwen3.6-35B-A3B-FP8
math_numeric,5,127,8,5080,same_model,3300,0.6496062992125984,1780,0.35039370078740156,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,08ae3430f704796fb489,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,133,0.2094488188976378,635,401,0.631496062992126,0,0.0,0.909762188817307,577.6989898989899,0.9480314960629921,602.0,Qwen/Qwen3.6-35B-A3B-FP8
chat,5,127,8,5080,same_model,4458,0.8775590551181103,622,0.12244094488188977,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,08c8f1ae4ca8bd819a8a,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,357,0.5622047244094488,635,540,0.8503937007874016,6,0.047244094488188976,0.9661942257217847,613.5333333333333,0.9809055118110236,622.875,Qwen/Qwen3.6-35B-A3B-FP8
json_structured,5,127,8,5080,same_model,4427,0.8714566929133858,653,0.12854330708661418,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,08d902e0c3d70a68f540,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,343,0.5401574803149606,635,547,0.8614173228346457,7,0.05511811023622047,0.9692038495188103,615.4444444444445,0.9826771653543307,624.0,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4461,0.8781496062992126,619,0.1218503937007874,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,091705e70651d77aefc8,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,358,0.5637795275590551,635,557,0.8771653543307086,5,0.03937007874015748,0.9718635170603674,617.1333333333333,0.9840551181102363,624.875,Qwen/Qwen3.6-35B-A3B-FP8
logs,5,127,8,5080,same_model,4374,0.8610236220472441,706,0.13897637795275591,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,09270f39b1e71042f791,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,331,0.521259842519685,635,518,0.815748031496063,4,0.031496062992125984,0.9590551181102362,609.0,0.9769685039370078,620.375,Qwen/Qwen3.6-35B-A3B-FP8
needle,5,127,8,5080,same_model,4501,0.886023622047244,579,0.1139763779527559,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,092fb725ed92d83c270d,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,376,0.5921259842519685,635,548,0.862992125984252,12,0.09448818897637795,0.968713910761155,615.1333333333333,0.9822834645669292,623.75,Qwen/Qwen3.6-35B-A3B-FP8
short_qa,5,127,8,5080,same_model,4515,0.8887795275590551,565,0.11122047244094488,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,40,False,094af980d2e4560ac60c,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,384,0.6047244094488189,635,561,0.8834645669291339,11,0.08661417322834646,0.9741032370953633,618.5555555555555,0.9854330708661417,625.75,Qwen/Qwen3.6-35B-A3B-FP8
mixed_language,5,127,8,5080,same_model,4438,0.8736220472440945,642,0.12637795275590552,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,40,False,098f8d40e91916047686,"0,1,2,3,4",expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,635,363,0.5716535433070866,635,553,0.8708661417322835,6,0.047244094488188976,0.9710236220472441,616.6,0.9836614173228346,624.625,Qwen/Qwen3.6-35B-A3B-FP8
